temperature,humidity,rainfall,crop,suitable
5.04,96.54,137.11,tomato,0
30.41,50.21,80.28,sorghum,1
29.86,77.68,209.82,banana,1
27.28,45.28,81.86,sorghum,1
10.59,45.91,50.9,mustard,1
28.92,42.05,65.65,millet,1
23.9,53.13,68.54,sunflower,1
11.75,84.61,150.88,soybean,0
28.87,80.9,208.81,sugarcane,1
8.12,91.49,315.31,rice,0
42.57,65.75,187.66,maize,0
26.0,63.58,103.69,mango,1
21.66,62.9,97.4,soybean,1
25.54,74.11,58.86,tomato,1
19.96,68.4,69.45,potato,1
15.31,55.93,150.23,millet,0
30.73,58.51,37.47,potato,0
14.76,95.47,206.37,mustard,0
30.79,52.94,119.98,millet,0
29.67,57.23,116.23,maize,1
14.31,56.25,121.13,millet,0
29.92,52.11,63.05,cotton,1
50.24,65.0,117.55,sugarcane,0
28.04,45.82,70.14,sorghum,1
32.05,53.11,74.55,sorghum,1
10.14,96.49,43.37,groundnut,0
26.45,63.83,93.03,soybean,1
26.68,48.72,80.19,sorghum,1
20.68,67.6,328.3,rice,0
8.12,75.54,164.13,cotton,0
37.22,49.17,0.59,tomato,0
25.42,45.17,56.42,sunflower,1
40.64,48.79,202.9,sugarcane,0
9.15,81.15,98.72,mustard,0
34.16,42.96,32.65,millet,1
25.5,73.44,44.76,tomato,1
42.25,40.63,15.16,maize,0
19.33,60.74,119.76,maize,1
26.61,51.44,72.17,cotton,1
18.82,68.59,93.97,potato,1
8.26,61.76,177.93,cotton,0
19.95,74.73,51.26,tomato,1
29.76,39.76,67.93,millet,1
26.94,58.23,76.77,groundnut,1
25.01,83.02,188.75,sugarcane,1
24.13,59.97,93.05,groundnut,1
25.95,56.87,116.67,mango,1
32.4,70.71,186.64,rice,1
49.38,57.96,22.17,sugarcane,0
11.75,79.07,143.18,groundnut,0
24.55,52.1,78.54,sunflower,1
13.9,83.07,198.09,groundnut,0
26.81,86.38,93.37,mustard,0
32.64,84.08,224.99,tomato,0
14.51,67.47,100.68,millet,0
28.94,64.67,86.94,mango,1
-0.26,60.73,152.4,mustard,0
38.13,21.51,78.83,soybean,0
28.93,52.86,79.14,cotton,1
28.6,66.46,204.84,mango,0
26.68,45.61,51.33,sorghum,1
28.43,63.6,117.72,maize,1
25.93,55.28,118.79,mango,1
34.63,29.56,247.77,wheat,0
15.7,55.54,35.87,onion,1
20.77,55.63,30.48,onion,1
24.34,61.45,109.02,mango,1
0.6,62.95,156.38,wheat,0
40.05,39.87,0.88,sorghum,0
6.12,61.1,153.29,wheat,0
35.28,39.23,15.15,soybean,0
31.5,72.8,35.98,sorghum,0
34.86,80.81,208.13,banana,1
22.61,60.55,89.42,soybean,1
12.19,89.5,109.34,tomato,0
22.87,93.29,194.94,potato,0
9.82,87.93,228.96,maize,0
35.09,45.44,28.22,mango,0
29.18,55.88,119.18,mango,1
18.62,67.01,73.02,tomato,1
28.92,55.84,123.93,maize,1
23.06,53.86,275.39,mustard,0
25.07,75.88,189.2,rice,1
38.21,26.26,0.0,mustard,0
26.88,67.24,72.55,tomato,1
30.43,78.57,210.62,rice,1
33.31,19.59,0.0,mustard,0
30.9,41.25,58.47,millet,1
26.73,36.39,52.22,millet,1
28.74,27.43,338.6,mustard,0
22.54,80.14,187.82,sugarcane,1
17.1,68.89,97.36,potato,1
41.21,32.08,331.12,groundnut,0
23.4,48.41,349.56,sunflower,0
15.62,62.06,183.45,cotton,0
12.0,82.33,162.62,rice,0
35.8,46.31,65.93,potato,0
7.81,74.82,168.21,groundnut,0
29.06,39.35,38.45,millet,1
22.03,97.93,117.54,cotton,0
33.08,79.15,201.24,banana,1
8.37,99.86,132.41,tomato,0
40.06,46.07,11.31,tomato,0
16.95,31.99,267.92,wheat,0
24.93,62.74,115.93,maize,1
10.84,63.68,138.79,cotton,0
17.33,24.19,1.63,sorghum,0
25.96,62.06,101.82,mango,1
14.64,100.1,310.92,banana,0
26.16,27.01,253.43,maize,0
26.95,25.49,343.98,sunflower,0
39.03,37.41,12.05,sorghum,0
27.93,57.17,103.93,mango,1
12.84,102.85,307.07,banana,0
18.24,39.73,305.59,banana,0
26.06,47.8,71.11,sorghum,1
31.29,50.68,60.14,sorghum,1
26.67,75.37,205.55,banana,1
25.6,74.74,87.16,tomato,0
25.56,75.06,193.65,rice,1
11.75,49.8,35.49,mustard,1
26.32,50.77,87.73,groundnut,1
8.95,46.36,23.52,soybean,0
28.34,39.82,314.04,potato,0
28.06,73.96,245.89,maize,0
34.13,38.17,208.6,mustard,0
48.73,46.04,76.89,rice,0
9.35,84.3,133.19,soybean,0
26.69,52.21,77.35,groundnut,1
12.65,76.84,154.42,mango,0
3.09,95.9,126.95,tomato,0
18.45,70.79,60.12,potato,1
5.55,52.64,78.65,rice,0
15.31,44.57,44.63,mustard,1
15.35,80.48,158.74,sugarcane,0
30.76,45.68,81.58,sorghum,1
41.65,12.24,1.48,millet,0
20.18,50.89,88.6,sunflower,1
11.22,27.84,192.48,mango,0
28.08,39.06,53.93,millet,1
33.15,73.15,206.22,rice,1
34.77,66.71,252.78,onion,0
26.24,64.21,105.31,maize,1
29.95,46.5,67.3,cotton,1
13.4,33.79,303.43,mustard,0
30.88,62.73,8.3,soybean,0
22.77,58.56,90.53,groundnut,1
32.91,53.47,68.78,banana,0
13.49,37.4,196.34,cotton,0
19.6,68.22,122.56,sorghum,0
17.6,63.41,48.96,onion,1
33.23,77.54,187.65,sugarcane,1
21.53,53.25,63.21,sunflower,1
33.03,26.41,58.42,maize,0
16.07,48.05,77.95,wheat,1
42.95,30.08,8.7,sunflower,0
13.15,73.76,131.42,groundnut,0
23.11,57.55,130.63,maize,1
12.85,65.05,142.33,millet,0
40.5,59.04,189.36,rice,0
7.75,66.75,116.14,sunflower,0
31.91,81.42,207.26,banana,1
20.7,49.26,210.8,onion,0
42.94,43.43,50.28,mango,0
7.83,87.3,185.26,potato,0
32.59,83.59,196.54,sugarcane,1
45.59,69.2,52.52,sugarcane,0
20.3,41.02,54.42,mustard,1
27.8,55.72,127.44,maize,1
42.61,37.88,7.94,cotton,0
20.74,93.81,144.88,potato,0
18.97,65.53,82.78,potato,1
29.36,23.0,96.39,wheat,0
31.13,33.09,7.73,onion,0
36.2,37.73,38.1,groundnut,0
14.8,66.12,132.66,sorghum,0
32.97,79.67,191.16,rice,1
40.71,35.56,2.01,mango,0
8.82,105.58,295.51,sugarcane,0
25.25,65.08,107.12,soybean,1
43.53,20.07,7.19,sunflower,0
7.62,75.73,216.68,sunflower,0
29.49,48.95,8.07,onion,0
10.84,72.28,163.72,cotton,0
39.89,30.33,36.53,groundnut,0
29.74,79.52,184.92,banana,1
18.06,55.39,92.87,onion,0
36.36,32.62,15.17,groundnut,0
28.48,50.01,79.05,groundnut,1
37.43,28.54,2.6,groundnut,0
14.2,61.04,59.53,onion,1
42.5,24.27,7.68,millet,0
34.6,48.31,209.9,banana,0
9.66,92.79,209.55,soybean,0
34.06,40.74,43.26,millet,1
22.23,55.8,69.81,onion,1
28.25,54.21,64.31,sorghum,1
7.62,89.58,144.11,potato,0
24.39,53.51,58.72,wheat,1
28.74,80.01,191.94,banana,1
20.0,64.22,120.67,maize,1
17.78,49.56,57.98,mustard,1
38.23,33.39,0.0,mustard,0
28.33,38.96,52.76,millet,1
13.31,71.62,173.2,groundnut,0
25.12,52.28,96.7,groundnut,1
18.24,68.77,78.14,potato,1
27.33,69.21,87.03,soybean,1
22.72,54.06,84.87,groundnut,1
4.14,85.36,156.19,potato,0
3.49,81.67,184.76,potato,0
13.7,104.62,259.1,rice,0
18.85,63.22,136.44,maize,1
28.4,68.64,94.04,soybean,1
30.58,84.24,186.94,sugarcane,1
35.95,38.16,49.75,mango,0
35.62,87.53,143.59,millet,0
29.98,82.4,210.64,banana,1
14.37,109.97,254.04,banana,0
20.65,54.9,49.03,wheat,1
19.0,70.92,47.17,tomato,1
15.93,74.47,88.1,potato,1
36.77,32.53,4.98,wheat,0
5.88,33.25,317.25,mustard,0
11.87,65.87,186.13,cotton,0
19.53,108.52,272.34,banana,0
24.71,59.84,139.54,maize,1
32.72,84.15,191.12,banana,1
18.97,67.31,93.13,potato,1
14.85,63.83,42.0,onion,1
33.16,52.03,80.5,sorghum,1
25.55,57.13,127.42,maize,1
27.87,87.91,24.97,maize,0
33.42,35.54,40.58,millet,1
16.72,66.62,88.55,potato,1
31.06,36.87,34.67,millet,1
9.86,93.84,261.85,rice,0
22.99,70.24,189.79,rice,1
40.06,49.27,175.63,rice,0
26.44,43.96,40.32,millet,1
9.52,86.14,306.54,rice,0
22.7,73.56,72.53,tomato,1
15.03,49.89,57.48,mustard,1
30.49,81.62,214.74,banana,1
39.85,59.59,5.57,tomato,0
23.5,44.8,32.83,mustard,1
37.02,36.6,288.24,onion,0
19.86,73.72,64.38,tomato,1
19.14,101.05,316.63,banana,0
29.16,46.01,92.3,cotton,1
14.59,64.22,108.24,millet,0
16.06,68.79,70.2,potato,1
29.87,63.3,100.7,mango,1
27.26,56.08,98.23,mango,1
26.69,53.12,63.71,sunflower,1
28.4,28.5,83.78,banana,0
41.24,38.55,36.67,groundnut,0
15.04,105.21,268.93,banana,0
18.55,66.36,48.49,tomato,1
21.44,52.62,57.85,sunflower,1
24.05,54.52,62.01,sunflower,1
13.52,79.86,321.96,wheat,0
28.3,99.01,33.89,sorghum,0
0.93,67.21,106.59,wheat,0
27.64,64.2,87.89,soybean,1
33.88,75.38,208.78,rice,1
33.78,45.01,87.34,sorghum,1
38.54,43.43,1.87,tomato,0
24.79,67.3,52.68,tomato,1
11.7,79.21,155.22,sunflower,0
1.61,61.5,175.35,wheat,0
13.84,64.66,162.77,sorghum,0
9.25,87.44,141.8,mango,0
23.35,50.16,67.59,groundnut,1
18.92,97.06,96.78,maize,0
18.44,57.61,135.76,maize,1
23.54,51.86,80.74,groundnut,1
48.66,51.64,19.92,rice,0
17.68,56.47,38.92,onion,1
20.26,82.41,322.66,maize,0
44.53,80.62,23.15,maize,0
27.3,80.09,176.21,mustard,0
24.08,60.5,115.15,maize,1
10.68,88.93,175.3,soybean,0
21.65,56.15,55.72,onion,1
22.96,59.34,97.4,groundnut,1
7.25,73.81,187.47,groundnut,0
9.03,74.29,140.17,wheat,0
18.64,72.45,58.51,tomato,1
38.84,77.0,245.79,millet,0
42.15,66.41,41.96,banana,0
27.52,53.68,57.36,sunflower,1
44.08,31.0,44.57,mango,0
37.89,30.18,6.73,onion,0
25.7,59.03,102.81,mango,1
27.19,46.28,86.12,sorghum,1
15.0,62.75,40.73,onion,1
26.58,66.94,64.33,tomato,1
30.36,81.52,186.21,sugarcane,1
31.73,53.95,77.94,cotton,1
43.71,37.63,20.98,soybean,0
16.65,63.54,32.38,onion,1
41.04,33.08,54.65,mango,0
32.14,70.06,212.23,rice,1
27.95,35.98,88.37,cotton,0
10.41,84.51,174.61,soybean,0
6.09,24.17,224.56,millet,0
14.39,92.07,304.82,sugarcane,0
35.77,42.28,31.61,mango,0
16.9,94.73,288.67,banana,0
22.84,62.52,46.88,onion,1
13.51,59.76,67.48,onion,1
42.64,42.86,0.78,mango,0
29.18,67.16,106.77,soybean,1
15.1,68.29,71.8,potato,1
28.47,48.43,64.75,sorghum,1
34.33,27.3,247.18,maize,0
35.22,54.72,16.77,tomato,0
18.04,56.87,302.18,millet,0
38.19,47.68,9.82,soybean,0
-1.16,56.86,84.94,mustard,0
22.52,52.46,65.66,groundnut,1
28.12,54.67,84.85,sorghum,1
26.27,49.14,75.02,sunflower,1
38.91,38.05,0.29,onion,0
23.99,65.86,53.37,tomato,1
29.19,79.46,212.01,banana,1
23.48,53.79,75.39,cotton,1
24.1,59.87,111.86,maize,1
38.77,28.46,143.76,mustard,0
24.96,60.89,117.32,mango,1
-2.42,63.09,110.5,mustard,0
9.43,64.03,160.8,sunflower,0
28.12,99.21,12.33,mango,0
21.01,52.44,72.46,sunflower,1
24.63,60.58,107.15,maize,1
27.21,80.93,219.03,sugarcane,1
27.98,59.19,117.1,mango,1
19.05,66.34,140.59,sorghum,0
33.32,49.53,25.44,potato,0
24.29,64.52,109.35,mango,1
20.2,49.36,67.81,sunflower,1
24.22,41.22,43.67,mustard,1
48.22,58.05,92.11,banana,0
12.53,68.4,175.48,rice,0
33.2,35.53,48.56,millet,1
23.99,53.5,69.05,groundnut,1
28.02,45.32,70.77,cotton,1
18.74,99.98,312.75,banana,0
16.09,56.11,57.4,onion,1
25.72,61.38,82.45,mango,1
23.91,68.31,104.37,soybean,1
20.54,86.0,102.45,sunflower,0
9.52,61.48,113.61,wheat,0
19.43,56.73,36.28,onion,1
19.88,60.23,101.79,millet,0
46.71,10.59,1.46,millet,0
26.53,36.79,34.65,sorghum,0
27.43,81.47,188.79,banana,1
18.14,65.13,61.44,potato,1
18.63,65.71,70.31,potato,1
21.97,51.6,71.84,sunflower,1
26.52,52.09,76.95,cotton,1
31.23,78.7,219.5,banana,1
49.99,61.95,68.2,rice,0
17.66,47.76,46.79,mustard,1
34.52,81.94,218.97,sugarcane,1
13.42,78.61,283.65,sorghum,0
38.68,55.62,106.43,millet,0
14.41,64.24,324.99,mustard,0
19.87,66.87,74.63,potato,1
22.59,53.53,98.87,cotton,1
14.71,96.65,307.77,banana,0
26.53,83.8,196.69,banana,1
47.27,61.59,99.46,banana,0
7.67,81.61,112.77,tomato,0
16.09,109.11,273.68,banana,0
22.36,56.7,36.5,onion,1
18.06,68.34,52.87,tomato,1
21.61,59.33,39.67,onion,1
28.09,80.0,194.0,rice,1
35.44,41.04,4.64,soybean,0
23.61,58.0,67.55,onion,1
38.96,39.23,5.53,soybean,0
39.77,41.89,23.54,soybean,0
38.13,20.75,0.0,mustard,0
25.48,57.5,83.82,mango,1
9.58,107.31,274.85,sugarcane,0
6.52,93.5,122.27,potato,0
42.22,42.33,32.83,soybean,0
29.72,76.09,186.85,rice,1
28.4,55.68,74.99,groundnut,1
14.87,60.46,56.6,onion,1
21.58,47.19,73.42,sunflower,1
26.31,58.05,98.64,groundnut,1
27.29,82.5,125.05,onion,0
29.04,48.51,75.29,sorghum,1
10.33,70.43,190.22,maize,0
4.05,56.77,126.48,mustard,0
38.09,36.88,56.15,mango,0
27.58,67.0,99.34,soybean,1
34.37,73.97,208.6,rice,1
35.61,30.38,1.47,onion,0
30.9,44.64,8.1,onion,0
11.79,68.14,141.58,millet,0
17.52,67.11,74.86,potato,1
17.42,58.31,125.4,millet,0
18.39,75.88,137.87,sorghum,0
14.45,63.77,60.2,onion,1
31.99,83.94,207.88,sugarcane,1
9.65,90.22,262.18,sugarcane,0
23.01,70.4,62.22,tomato,1
34.37,53.19,14.73,potato,0
20.28,80.09,188.29,sugarcane,1
26.05,60.67,102.18,maize,1
27.21,61.23,120.43,maize,1
14.25,20.58,130.78,maize,0
3.53,67.77,114.0,mustard,0
36.64,34.53,32.69,maize,0
12.48,44.72,40.75,mustard,1
22.11,55.53,53.23,onion,1
25.34,41.19,32.28,millet,1
33.12,52.36,75.84,sorghum,1
22.95,46.71,43.85,mustard,1
40.39,24.52,11.91,sunflower,0
29.14,30.8,7.07,onion,0
24.17,92.75,203.23,sunflower,0
23.49,51.48,67.09,wheat,1
11.96,78.69,170.27,sunflower,0
42.97,27.19,1.6,millet,0
38.32,26.8,37.26,groundnut,0
40.17,35.75,14.67,mango,0
43.22,60.76,129.67,banana,0
28.03,59.21,110.49,mango,1
23.39,64.83,102.98,maize,1
32.16,79.06,191.11,banana,1
40.35,35.29,5.57,cotton,0
14.87,58.22,322.51,sorghum,0
19.91,60.66,122.63,maize,1
28.73,49.64,58.97,sorghum,1
30.97,72.68,214.07,rice,1
34.39,78.8,206.43,sugarcane,1
20.64,45.62,61.91,wheat,1
8.28,75.23,154.1,wheat,0
17.31,73.53,165.8,sorghum,0
20.93,58.5,317.99,sugarcane,0
45.29,24.32,9.64,millet,0
34.2,77.29,180.03,banana,1
19.22,99.01,326.87,sunflower,0
22.08,56.93,61.67,groundnut,1
12.69,48.95,36.07,mustard,1
33.28,83.14,184.4,banana,1
9.49,67.99,313.02,onion,0
29.53,50.06,79.3,sorghum,1
48.4,20.72,2.87,millet,0
33.51,46.73,12.74,tomato,0
26.28,51.05,93.05,groundnut,1
13.06,88.99,168.41,sorghum,0
42.27,45.31,70.41,maize,0
19.91,30.41,20.99,rice,0
29.91,55.94,104.76,mango,1
31.85,52.98,80.09,cotton,1
19.38,51.97,52.76,wheat,1
12.2,47.92,34.6,mustard,1
9.97,65.19,133.49,wheat,0
25.49,67.13,53.1,tomato,1
23.83,57.01,86.02,groundnut,1
14.45,63.12,31.07,onion,1
33.9,81.0,199.18,sugarcane,1
38.98,32.55,1.49,groundnut,0
44.79,35.69,26.01,maize,0
37.79,47.07,47.43,mango,0
15.09,46.71,59.99,wheat,1
35.93,35.99,29.49,maize,0
26.41,54.75,14.23,potato,0
18.09,74.65,44.73,tomato,1
9.37,83.85,124.93,tomato,0
45.04,38.78,17.62,sorghum,0
10.76,74.98,184.96,mango,0
41.01,44.99,22.29,mango,0
24.15,63.43,121.91,maize,1
31.48,81.94,199.56,sugarcane,1
20.25,67.71,87.88,soybean,1
23.9,26.05,136.45,tomato,0
6.61,90.93,178.37,potato,0
33.9,78.49,186.65,rice,1
34.03,40.14,0.53,onion,0
39.53,35.91,26.19,sorghum,0
23.33,68.97,77.29,tomato,1
23.53,57.45,32.69,onion,1
-0.48,82.71,133.49,onion,0
17.19,94.02,155.12,soybean,0
12.34,66.35,172.96,sorghum,0
-1.63,65.72,132.83,mustard,0
26.98,57.03,97.91,mango,1
24.01,53.69,69.03,cotton,1
27.45,53.52,71.6,cotton,1
41.62,68.66,88.9,banana,0
38.29,41.54,19.16,tomato,0
18.07,62.2,102.53,maize,1
24.88,80.73,217.3,sugarcane,1
31.6,83.1,190.71,banana,1
49.27,50.34,11.65,banana,0
13.95,93.14,251.11,banana,0
39.11,34.37,34.72,groundnut,0
26.86,47.38,63.63,sorghum,1
23.48,47.49,139.77,sorghum,0
24.84,70.88,63.76,tomato,1
14.83,61.45,44.24,onion,1
13.06,23.01,207.17,mango,0
23.53,47.74,78.6,sunflower,1
43.33,14.7,9.08,millet,0
38.94,38.43,6.73,onion,0
42.83,94.06,146.49,mango,0
39.74,20.15,11.24,sunflower,0
42.56,61.7,87.81,rice,0
30.92,58.14,19.23,banana,0
46.28,20.32,1.87,millet,0
37.46,32.65,21.71,mango,0
10.93,78.01,156.13,groundnut,0
23.73,51.81,85.22,groundnut,1
30.06,28.2,4.66,wheat,0
17.68,46.3,45.89,mustard,1
-1.89,57.69,105.28,mustard,0
30.45,74.94,189.76,rice,1
26.9,78.29,205.29,banana,1
3.78,74.32,201.56,maize,0
28.9,59.71,62.12,groundnut,1
19.72,56.72,53.49,onion,1
13.08,107.25,276.3,sugarcane,0
44.93,40.82,26.76,groundnut,0
18.29,62.17,101.52,maize,1
11.44,60.59,125.83,sorghum,0
14.74,55.8,165.52,millet,0
32.8,41.85,7.9,groundnut,0
28.01,53.27,28.57,potato,0
14.78,85.09,143.63,mango,0
9.71,82.0,246.41,rice,0
21.07,86.33,323.28,mango,0
31.34,39.48,8.86,wheat,0
22.86,56.83,83.6,groundnut,1
5.17,78.4,222.86,maize,0
24.18,43.89,58.75,mustard,1
21.8,75.47,219.99,sugarcane,1
28.69,40.8,68.47,millet,1
29.56,47.43,81.88,sorghum,1
23.22,54.67,65.67,wheat,1
21.83,83.6,212.03,sugarcane,1
9.88,76.33,69.83,groundnut,0
19.66,73.55,45.0,tomato,1
28.7,78.7,186.13,sugarcane,1
28.68,58.3,102.06,mango,1
21.05,56.96,104.83,maize,1
22.08,72.31,207.76,rice,1
18.23,69.23,173.35,sorghum,0
18.11,65.01,41.84,tomato,1
10.03,45.41,23.37,mustard,1
26.52,64.75,107.11,maize,1
14.39,61.69,141.61,cotton,0
13.46,101.56,273.04,banana,0
13.5,64.11,174.23,sunflower,0
37.02,74.2,217.1,wheat,0
8.57,93.65,132.22,cotton,0
19.79,74.24,78.26,potato,1
32.71,81.77,218.94,sugarcane,1
23.55,68.39,82.68,soybean,1
9.29,21.26,51.48,mango,0
28.85,75.64,214.99,banana,1
17.32,87.35,211.84,mango,0
29.65,64.5,107.71,mango,1
43.96,69.72,131.11,banana,0
21.45,80.48,207.31,sugarcane,1
26.65,37.44,53.28,millet,1
10.75,99.78,274.6,sugarcane,0
7.23,100.37,294.11,sugarcane,0
26.62,51.18,37.77,potato,0
42.06,34.85,251.39,groundnut,0
35.48,45.01,6.01,mango,0
26.34,78.65,218.48,sugarcane,1
3.72,71.71,137.1,wheat,0
45.14,25.33,1.83,millet,0
24.91,60.15,88.18,mango,1
15.64,54.94,77.38,wheat,1
22.18,82.21,190.25,sugarcane,1
23.56,69.23,79.54,tomato,1
9.47,82.97,143.8,mango,0
12.08,99.22,253.75,sugarcane,0
11.68,56.28,48.2,onion,0
1.94,73.21,165.18,onion,0
29.97,51.86,73.64,groundnut,1
11.11,71.84,191.98,maize,0
24.59,31.89,188.5,rice,0
24.62,53.75,65.81,groundnut,1
29.57,73.57,311.8,potato,0
42.81,49.33,54.8,mango,0
29.44,56.46,81.92,mango,1
14.06,77.16,131.32,groundnut,0
31.25,82.97,180.96,banana,1
41.4,90.08,58.04,sorghum,0
30.38,79.5,181.03,banana,1
26.5,57.02,80.87,groundnut,1
25.22,73.33,206.81,rice,1
26.36,36.37,62.24,millet,1
50.04,67.08,142.61,sugarcane,0
25.58,66.4,74.37,tomato,1
4.4,65.27,166.97,wheat,0
25.74,73.99,58.48,tomato,1
30.34,94.88,282.44,mango,0
15.77,46.62,49.62,wheat,1
27.34,52.51,74.27,groundnut,1
46.34,26.92,2.67,millet,0
16.47,56.37,32.44,onion,1
11.38,83.9,48.83,groundnut,0
24.29,49.12,73.49,cotton,1
23.33,49.72,96.34,cotton,1
10.06,40.83,64.57,millet,0
21.16,61.18,94.63,soybean,1
40.71,33.5,5.33,sorghum,0
-0.38,55.05,83.53,mustard,0
22.1,53.27,72.25,groundnut,1
18.24,48.85,51.67,wheat,1
19.27,49.96,78.89,wheat,1
21.44,66.3,73.35,soybean,1
14.78,23.7,215.61,sorghum,0
29.53,79.27,217.41,sugarcane,1
49.7,59.53,81.61,banana,0
34.72,27.36,295.47,millet,0
36.55,46.13,8.14,tomato,0
14.33,90.84,296.43,rice,0
12.87,66.82,28.25,cotton,0
39.16,27.3,35.94,cotton,0
40.43,38.57,17.84,soybean,0
28.48,56.69,74.6,groundnut,1
23.17,48.94,43.56,mustard,1
46.86,38.53,2.95,sorghum,0
15.94,101.85,263.82,banana,0
6.21,91.12,190.95,rice,0
28.89,52.59,85.35,sorghum,1
31.78,39.27,208.51,mustard,0
30.79,46.86,74.18,cotton,1
30.47,73.4,186.22,rice,1
28.36,55.79,63.86,groundnut,1
45.98,59.2,119.69,banana,0
8.45,66.83,138.92,sunflower,0
39.03,32.76,28.26,sorghum,0
45.99,17.24,4.8,millet,0
19.96,75.56,250.48,sorghum,0
28.03,55.48,104.63,maize,1
14.22,64.83,65.44,onion,1
27.6,60.48,114.96,maize,1
11.54,51.62,156.46,millet,0
40.42,26.93,32.58,groundnut,0
24.7,70.38,40.83,tomato,1
23.55,90.18,130.75,banana,0
13.84,73.58,129.75,groundnut,0
27.55,56.84,97.29,mango,1
25.35,64.24,98.77,soybean,1
30.46,32.52,16.73,wheat,0
21.97,52.14,87.5,sugarcane,0
33.72,41.27,58.16,millet,1
20.83,95.17,273.77,cotton,0
27.13,60.62,123.31,maize,1
20.01,73.98,58.44,tomato,1
26.88,37.97,95.01,banana,0
29.44,61.67,80.98,mango,1
28.98,97.8,338.99,onion,0
25.61,54.31,80.15,cotton,1
27.2,82.25,188.8,banana,1
11.09,65.99,175.78,sorghum,0
26.94,38.59,40.79,millet,1
18.01,45.61,77.94,wheat,1
14.76,47.13,44.55,mustard,1
27.47,73.6,143.78,rice,0
23.41,74.38,55.74,tomato,1
19.38,62.56,66.12,onion,1
8.09,69.57,186.65,groundnut,0
10.71,85.67,320.03,mango,0
48.83,66.51,4.33,banana,0
24.95,66.26,90.98,soybean,1
31.57,76.37,190.48,rice,1
16.33,66.32,92.93,potato,1
32.66,42.46,30.9,millet,1
23.65,51.42,71.02,groundnut,1
29.72,58.58,79.33,groundnut,1
18.54,23.76,57.05,onion,0
9.15,25.53,305.41,mustard,0
30.65,41.78,52.21,millet,1
27.27,63.18,117.66,mango,1
23.52,45.73,24.12,mustard,1
35.83,50.98,224.88,sunflower,0
25.45,57.64,65.33,groundnut,1
29.22,51.81,72.14,sorghum,1
17.19,46.34,46.13,wheat,1
14.67,71.51,165.78,mango,0
32.75,84.65,183.48,sugarcane,1
29.46,79.71,190.18,banana,1
22.58,67.87,80.38,soybean,1
17.62,73.81,69.68,potato,1
12.84,99.13,149.71,tomato,0
34.78,48.22,8.93,tomato,0
20.35,70.65,73.02,tomato,1
28.86,46.95,27.63,potato,0
34.47,62.29,142.61,sunflower,0
5.88,101.89,259.47,rice,0
17.89,55.48,96.41,millet,0
26.45,73.39,64.6,tomato,1
40.26,51.74,74.24,banana,0
25.17,56.62,72.39,groundnut,1
25.1,52.61,91.87,groundnut,1
30.62,38.59,205.61,sorghum,0
40.0,36.7,16.04,sunflower,0
39.9,41.66,234.29,mango,0
29.07,60.9,90.79,mango,1
29.31,54.09,60.41,groundnut,1
3.66,65.65,116.9,mustard,0
21.47,72.9,78.39,tomato,1
22.01,71.27,45.71,tomato,1
23.76,59.45,130.99,maize,1
18.9,70.16,204.22,mango,0
35.01,63.9,218.06,maize,0
24.15,63.09,99.79,mango,1
24.05,64.16,116.95,mango,1
27.66,47.7,37.33,potato,0
36.26,47.52,197.98,wheat,0
13.1,69.0,154.68,sorghum,0
31.67,46.0,81.07,cotton,1
7.97,77.71,20.96,banana,0
6.36,73.87,100.77,wheat,0
17.05,50.83,43.64,wheat,1
28.72,74.73,201.24,rice,1
25.11,35.08,32.72,millet,1
26.86,49.25,53.78,sorghum,1
18.84,53.93,215.94,soybean,0
24.01,61.03,80.34,mango,1
9.69,77.69,139.45,wheat,0
20.13,49.97,43.94,wheat,1
21.83,72.61,46.4,tomato,1
16.86,80.05,71.79,banana,0
10.44,52.56,159.73,millet,0
26.29,77.48,201.85,rice,1
1.89,93.64,159.75,potato,0
27.93,63.96,119.01,mango,1
19.71,71.82,62.16,potato,1
12.5,46.53,48.1,mustard,1
3.88,63.6,125.51,wheat,0
43.67,64.86,249.36,maize,0
13.15,43.08,33.01,mustard,1
32.6,77.54,213.3,banana,1
19.61,70.91,90.9,potato,1
44.66,37.24,307.24,potato,0
38.05,26.46,27.5,cotton,0
47.41,27.85,1.69,millet,0
30.73,53.23,64.5,cotton,1
44.96,67.97,256.25,soybean,0
15.08,66.12,313.04,mango,0
22.82,79.44,210.42,sugarcane,1
26.26,76.52,218.47,banana,1
19.1,49.4,55.39,mustard,1
19.91,57.88,117.27,soybean,0
33.79,79.36,207.77,sugarcane,1
13.36,60.83,38.35,onion,1
26.33,69.47,54.82,tomato,1
32.25,49.05,57.89,sorghum,1
30.1,49.9,85.42,sorghum,1
20.04,73.44,79.72,tomato,1
24.35,53.78,59.1,wheat,1
42.33,41.9,272.69,maize,0
21.19,73.29,45.53,tomato,1
22.42,45.45,82.65,cotton,1
24.01,36.78,278.48,millet,0
29.17,40.33,5.75,onion,0
6.25,68.09,133.1,cotton,0
18.65,27.79,120.8,millet,0
24.33,75.72,215.78,sugarcane,1
28.41,45.37,63.38,sorghum,1
18.08,106.61,241.73,banana,0
25.53,62.25,91.23,mango,1
32.92,35.69,14.79,wheat,0
21.55,32.14,52.65,soybean,0
21.2,43.63,45.11,mustard,1
40.43,42.57,77.83,onion,0
29.72,53.29,61.57,sorghum,1
45.45,55.57,92.15,banana,0
